Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior,Trump,Ivanka,Jared,Conflicting Entities,Internal Review,Draft Description
Ladder Capital,Unclear,2,"Ladder Capital, a real estate investment firm that specializes in risky lending, has loaned at least $260 million to Donald Trump's businesses — including $160 million for the ground lease at 40 Wall Street and $100 million for Trump Tower. In February 2017, the firm Related Companies purchased $80 million worth of stock in Ladder Capital. ",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.reuters.com/article/us-laddercapital-m-a-exclusive-idUSKBN13R276,https://therealdeal.com/2017/02/28/related-companies-makes-80m-stock-buy-in-trumps-second-largest-lender/","Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,checked,,,,,
Lamington Family Holdings,Active,0,,,Approved,,,169,,,,,,,,,
Lamington Farm Club,Active,0,,,Approved,,,170,,,,,,,,,
Landings Apartments,Active,0,,,Approved,connected to record w/ no ID,,,,,,,,,,,
Landings at Caspian Pointe,Active,0,,,Approved,,,"1249,1248",,,,,,,,,
Landings at Harborside,Active,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
Lawrence Towers Apartments,Active,0,,,Approved,,,171,,,,,,,,,
Le Chateau des Palmiers,Unclear,2,Trump's resort on the island of St. Martin.,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.npr.org/2017/05/11/527811206/sale-of-trump-property-raises-ethical-questions-about-potential-buyers-motives,https://www.washingtonpost.com/news/post-politics/wp/2017/08/01/the-asking-price-for-president-trumps-caribbean-estate-has-been-cut-dramatically/?utm_term=.63fee190a91a",,,,,checked,,,,,
Leeds Equity Partners,Resolved,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,,,,,,,
LFB Acquisition,Active,0,,,Approved,,,"172,173,1260",,,,,,,,,
Lido City Development,Unclear,7,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.cnn.com/2018/06/07/politics/court-case-emoluments-foreign-payments-federal-judge-trump-businesses/index.html,https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html",,,,,checked,,,,,
Lincoln Financial Group,Active,0,,,Approved,,,"1261,1262",,,,,,,,,
Lindenlawn Apartment Associates,Active,0,,,Approved,,,"1264,1263",,,,,,,,,
Livingston Hills,Active,0,,,Approved,,,"1265,1266,1267",,,,,,,,,
LMP,Active,0,,,Approved,,,"1269,1268",,,,,,,,,
Lodi Phillipsburg,Active,0,,,Approved,,,"1271,1270",,,,,,,,,
"Lord, Abbett & Co.",Active,0,,,Approved,,,"1272,1273,1275,1274",,,,,,,,,
LW Investors,Resolved,0,,,Approved,,,"1276,1277",,,,,,,,,
Madison Ave. Diamonds,,1,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.politico.com/magazine/story/2018/08/17/ivanka-trump-business-partner-justice-department-lawsuit-moshe-lax-219369,,,,,,checked,,,,
Magnolia Building Associates,Active,0,,,Approved,,,"1280,1279",,,,,,,,,
Mar-A-Lago Club,Active,27,"Mar-A-Lago is a resort and golf club located in Palm Beach, Florida. President Trump purchased Mar-a-Lago in 1985, turning it into a private club and golf course, managed by the Trump Organization, ten years later. The resort seems to be President Trump’s choice destination out of all of the properties he owns. In his first year in office, he spent more time there, a total of 52 days, than any other Trump-branded property. It is also a National Historic Landmark.",,Approved,,"http://www.politico.com/story/2016/12/mar-a-lago-donald-trump-new-years-eve-party-233070,https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?utm_term=.59e4b7dbed4c,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.palmbeachpost.com/news/national-govt--politics/mar-lago-events-raise-money-for-politicos-revenues-for-trump/F0EK7JzzOeDTT6nTSe8qyO/amp.html,https://www.cnn.com/2018/06/14/opinions/new-york-ag-lawsuit-trump-opinion-dantonio/index.html,https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?noredirect=on&utm_term=.8e425bfe3d1e,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,https://mobile.nytimes.com/2018/06/24/us/politics/trump-challenge-coins.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,https://www.wnycstudios.org/story/trump-inc-podcast-government-employees-spend-your-money-trump-hotels,https://www.mcclatchydc.com/news/politics-government/white-house/article216249755.html,https://www.healthcareitnews.com/news/update-vets-group-sues-trump-administration-end-mar-lago-council-influence-va,https://www.fastcompany.com/40577887/why-instagram-is-the-best-window-into-trump-era-corruption,https://www.cnn.com/2018/10/19/politics/trump-saudi-arabia-khashoggi-democrats/index.html,https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html,https://abcnews.go.com/amp/Politics/mar-lago-member-150k-legal-defense-fund-trump/story?id=58516651,https://thehill.com/blogs/blog-briefing-room/news/423397-people-paid-1k-per-ticket-for-nye-mar-a-lago-party-trump-missed,https://www.rollingstone.com/politics/politics-news/trump-mar-a-lago-new-year-eve-party-shutdown-773385/amp/,https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.58faa63e4d51,https://www.washingtonpost.com/amphtml/politics/2019/02/05/trumps-travel-mar-a-lago-alone-likely-cost-taxpayers-more-than-million/,https://amp.usatoday.com/amp/2748260002,https://www.apnews.com/20a8a9abe5ba4efabb14b6b87d628cb7,https://www.motherjones.com/politics/2019/03/head-of-asian-gop-group-says-he-wouldnt-rule-out-illegal-foreign-donations-to-trump/,https://www.nytimes.com/2019/03/18/business/trump-deutsche-bank.html,https://www.propublica.org/article/trump-inc-podcast-taxpayers-covered-liquor-bill-for-trump-staffers-and-more-mar-a-lago,https://www.propublica.org/article/trump-inc-podcast-taxpayers-covered-liquor-bill-for-trump-staffers-and-more-mar-a-lago","175,174,1281",,,,checked,,,,,
Marc Kasowitz,Unclear,1,"Marc Kasowitz, a Trump personal lawyer who has another client with business interests in Vietnam.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.propublica.org/article/trump-inc-podcast-vietnam-casino,,,,,checked,,,,,
Martha Bell Associates,Active,0,,,Approved,,,"1282,1283",,,,,,,,,
Maryanne Trump Trust,Active,0,,,Approved,,,630,,,,,,,,,
"Mecklenburg County, NC",Resolved,0,,,Approved,,,"1289,1290",,,,,,,,,
Megalith Capital Management,Resolved,0,,,Approved,,,1291,,,,,,,,,
Melania LLC,Active,2,,,Approved,,"http://www.mcclatchydc.com/news/politics-government/congress/article134287344.html,https://www.nbcnews.com/politics/donald-trump/news-media-paid-melania-trump-thousands-use-photos-positive-stories-n883111",636,,checked,,,,,,,
Melania Marks,Active,0,,,Approved,,,"637,638",,,,,,,,,
Merck,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,,checked,,,,,
Merrill Lynch,Active,0,,,Approved,,,176,,,,,,,,,
Merrill Lynch Credit Corporation,Resolved,0,,,Approved,,,,,,,,,,,,
Merritt Associates,Active,0,,,Approved,,,"1293,1292",,,,,,,,,
Metallurgical Corporation of China (M.C.C.),Unclear,6,"The Trump Organization’s partner in a lavish Indonesian development project boasting a six-star hotel and golf course with President Trump’s name has brought on a new ally: a Chinese state-owned company. The Indonesian partner, the MNC Group, said it had struck a deal with an arm of Metallurgical Corporation of China, a state-owned construction company, to build a theme park next door to the planned Trump properties.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html",,,,,checked,,,,,
Metlife,Resolved,0,,,Approved,,,"1298,1299",,,,,,,,,
MGM,Unclear,1,"Real estate tycoon (and now U.S. President) Donald Trump was the show's host for the first fourteen seasons. After he declared his candidacy for the presidency, NBC announced that actor and former California Governor Arnold Schwarzenegger would become the new host of The Celebrity Apprentice. In December 2016, MGM confirmed to Variety that Trump has retained his EP credit on the series. The larger issue for MGM, NBC, and the White House is the payment that Trump will receive for the series. It’s unclear what his per-episode fee is, but it is likely to be in the low five-figures, at the minimum.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,http://variety.com/2016/tv/news/donald-trump-mark-burnett-celebrity-apprentice-executive-producer-1201937420/,,,,,checked,,,,,
MGM/Mark Burnett Productions,Resolved,0,,,Approved,,,1300,,,,,,,,,
Michael Cohen,Active,35,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.washingtonpost.com/politics/in-new-financial-disclosure-trump-reports-apparent-payment-through-his-personal-attorney-to-adult-film-star/2018/05/16/cf6171f2-592c-11e8-b656-a5f8c2a9295d_story.html?noredirect=on&utm_term=.ded1e82e4416,https://www.citizen.org/sites/default/files/may_2018_cohen_complaint_final.pdf,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html,https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html,https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html,https://mobile.reuters.com/article/amp/idUSKCN1L91MS,https://www.propublica.org/article/trump-inc-podcast-michael-cohen-and-paul-manafort-two-cases-that-shook-the-trump-world,https://www.wsj.com/articles/donald-trump-played-central-role-in-hush-payoffs-to-stormy-daniels-and-karen-mcdougal-1541786601,https://www.cnn.com/2018/11/29/politics/michael-cohen-guilty-plea-misleading-congress/index.html,https://amp.cnn.com/cnn/2018/11/29/politics/donald-trump-jr-cohen-trump-organization/index.html,https://www.buzzfeednews.com/article/anthonycormier/the-trump-organization-planned-to-give-vladimir-putin-the,https://www.buzzfeednews.com/article/anthonycormier/trump-moscow-micheal-cohen-felix-sater-campaign,https://www.washingtonpost.com/politics/cohens-guilty-plea-suggests-russia-has-leverage-over-trump-top-democrat-says/2018/12/02/ac2f5e92-f65c-11e8-8d64-4e79db33382f_story.html?utm_term=.6085487cb85b,https://www.npr.org/2018/11/29/671864979/trump-moscow-real-estate-talks-continued-into-presidential-run-documents-show,https://www.npr.org/2018/11/29/671996681/a-timeline-of-the-potential-trump-tower-project-in-moscow,https://www.bloomberg.com/news/articles/2018-12-12/trump-s-ex-lawyer-michael-cohen-sentenced-to-3-years?cmpid=BBD121218_BIZ&utm_medium=email&utm_source=newsletter&utm_term=181212&utm_campaign=bloombergdaily,https://www.cnn.com/2018/12/12/media/american-media-inc-southern-district-new-york/index.html,https://www.bloomberg.com/graphics/trump-administration-conflicts/?cmpid=BBD121218_BIZ&utm_medium=email&utm_source=newsletter&utm_term=181212&utm_campaign=bloombergdaily,https://amp.usatoday.com/amp/2262446002,https://amp.businessinsider.com/21-scandals-that-rocked-the-trump-administration-in-2018-2018-11,https://www.nbcnews.com/politics/justice-department/trump-was-room-during-hush-money-discussions-nbc-news-confirms-n947536?cid=sm_npd_nn_tw_ma,https://www.washingtonpost.com/politics/2019/02/20/matthew-whitakers-testimony-about-trump-trying-influence-cohen-probe-was-weird-now-we-might-know-why/?utm_term=.1c64288d2109,http://fortune.com/2018/07/27/who-is-allen-weisselberg-trump-finance-chief/,https://www.nytimes.com/2018/08/27/nyregion/kushner-cohen-rent-regulated-tenants.html,https://www.cnbc.com/2019/02/19/trump-wanted-prosecutor-in-charge-of-stormy-daniels-hush-money-probe.html,https://www.nbcnews.com/politics/congress/cummings-says-new-evidence-shows-trump-attorneys-may-have-misled-n972341,https://www.cnn.com/politics/live-news/michael-cohen-testimony/index.html,https://www.wnycstudios.org/story/trump-inc-what-learned-from-michael-cohen,https://www.cnbc.com/amp/2019/02/22/michael-cohen-reportedly-spoke-to-prosecutors-about-trump-organization-insurance-claims.html,https://www.mcclatchydc.com/news/politics-government/congress/article226888739.html,https://www.washingtonpost.com/politics/michael-cohen-sought-trump-pardon-attorney-says/2019/03/07/e59c84e2-40ef-11e9-85ad-779ef05fd9d8_story.html?utm_term=.16262dae39c6,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291,https://www.nbcnews.com/politics/congress/cummings-seeks-testimony-two-more-trump-attorneys-about-cohen-payments-n981586,https://www.buzzfeednews.com/article/emmaloop/in-new-documents-cohen-says-trump-instructed-him-to-lie,https://www.cnn.com/2019/03/07/politics/michael-cohen-sues-the-trump-organization/index.html",Unnamed record,,,,checked,,,,,
Microsoft,Resolved,0,,,Approved,,,"1303,1304",,,,,,,,,
Midland Associates,Active,0,,,Approved,,,177,,,,,,,,,
MidOcean Credit Partners,Active,0,,,Approved,,,Unnamed record,,,,,,,,,
Milford Building,Resolved,0,,,Approved,,,1309,,,,,,,,,
Millington Bank,Active,0,,,Approved,,,"1311,1310",,,,,,,,,
Miss Universe (Formerly Trump Pageants),Active,1,,,Approved,,https://www.washingtonpost.com/politics/inside-trumps-financial-ties-to-russia-and-his-unusual-flattery-of-vladimir-putin/2016/06/17/dbdcaac8-31a6-11e6-8ff7-7b6c1998b7a0_story.html?utm_term=.58393114f26e,178,,,,checked,,,,,
MMLL,Active,0,,,Approved,connected to record w/ no ID,,"1313,1314,Unnamed record,Unnamed record",,,,,,,,,
MNC Group,Unclear,3,"The Trump Organization’s partner in a lavish Indonesian development project boasting a six-star hotel and golf course with President Trump’s name has brought on a new ally: a Chinese state-owned company. The Indonesian partner, the MNC Group, said it had struck a deal with an arm of Metallurgical Corporation of China, a state-owned construction company, to build a theme park next door to the planned Trump properties.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365",,,,,checked,,,,,
