fiscalYear,fiscalYearType,appropriationType,account,agency,operatingUnit,category,sector,amount
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Voluntary Funds for Technical Cooperation in the Field of Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1372000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Women Trust Fund (formerly UNIFEM Trust Fund),Economic Development,Economic Opportunity,6000000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNCDF UN Capital Development Fund,Economic Development,Financial Sector,625000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDF UN Democracy Fund,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5000000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDP UN Development Program,Economic Development,Private Sector Competitiveness,84775000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDP UN Development Program,Health,Family Planning and Reproductive Health,37000000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNEP UN Environment Program,Environment,Environment,7700000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,"International Organizations (DOS) - UNESCO/ICSECA International Contributions for Scientific, Educational, and Cultural Activities",Education and Social Services,Basic Education,1850000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN-HABITAT UN Human Settlements Program,Environment,Environment,2000000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNHCHR UN High Commissioner for Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3238000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNICEF UN Children's Fund,Health,Maternal and Child Health,132250000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNVFVT UN Voluntary Fund for Victims of Torture,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5700000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WMO World Meteorological Organization,Environment,Environment,2090000
2011,FY 2011 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WTO Technical Assistance,Economic Development,Trade and Investment,1200000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - ICAO International Civil Aviation Organization,Peace and Security,Counterterrorism,950000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - IDLO International Development Law Organization,Economic Development,Trade and Investment,600000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - IMO International Maritime Organization,Peace and Security,Counterterrorism,400000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Chemicals and Toxins Programs,Environment,Environment,3650000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Conservation Programs,Environment,Environment,7900000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Panel on Climate Change / UN Framework Convention on Climate Change,Environment,Environment,10000000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - Montreal Protocol Multilateral Fund,Environment,Environment,27000000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - OAS Development Assistance,Economic Development,Trade and Investment,3500000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - OAS Fund for Strengthening Democracy,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4500000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN OCHA UN Office for the Coordination of Humanitarian Affairs,Humanitarian Assistance,Disaster Readiness,3000000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Voluntary Funds for Technical Cooperation in the Field of Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1400000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Women Trust Fund (formerly UNIFEM Trust Fund),Economic Development,Economic Opportunity,7500000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNCDF UN Capital Development Fund,Economic Development,Financial Sector,955000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDF UN Democracy Fund,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4755000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDP UN Development Program,Economic Development,Private Sector Competitiveness,82000000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNEP UN Environment Program,Environment,Environment,7700000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNFPA UN Population Fund,Health,Family Planning and Reproductive Health,30200000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN-HABITAT UN Human Settlements Program,Environment,Environment,1900000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNHCHR UN High Commissioner for Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5000000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNICEF UN Children's Fund,Health,Maternal and Child Health,131755000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNVFVT UN Voluntary Fund for Victims of Torture,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,6000000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WMO World Meteorological Organization,Environment,Environment,2090000
2012,FY 2012 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WTO Technical Assistance,Economic Development,Trade and Investment,1150000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - ICAO International Civil Aviation Organization,Peace and Security,Counterterrorism,940000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - IDLO International Development Law Organization,Economic Development,Trade and Investment,590000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - IMO International Maritime Organization,Peace and Security,Counterterrorism,390000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Chemicals and Toxins Programs,Environment,Clean Productive Environment,3470000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Conservation Programs,Environment,Clean Productive Environment,7750000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Panel on Climate Change / UN Framework Convention on Climate Change,Environment,Clean Productive Environment,9500000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - Montreal Protocol Multilateral Fund,Environment,Clean Productive Environment,25650000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - Multilateral Action Initiatives,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,999000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - OAS Development Assistance,Economic Development,Trade and Investment,3325000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - OAS Fund for Strengthening Democracy,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4275000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN OCHA UN Office for the Coordination of Humanitarian Affairs,Humanitarian Assistance,Disaster Readiness,2800000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Voluntary Funds for Technical Cooperation in the Field of Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1200000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Women Trust Fund (formerly UNIFEM Trust Fund),Economic Development,Economic Opportunity,7200000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNCDF UN Capital Development Fund,Economic Development,Financial Sector,870000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDF UN Democracy Fund,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4581000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDP UN Development Program,Economic Development,Economic Opportunity,78000000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNEP UN Environment Program,Environment,Clean Productive Environment,7315000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNFPA UN Population Fund,Health,Family Planning and Reproductive Health,33250000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN-HABITAT UN Human Settlements Program,Environment,Clean Productive Environment,700000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNHCHR UN High Commissioner for Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4500000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNICEF UN Children's Fund,Health,Maternal and Child Health,125168000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNVFVT UN Voluntary Fund for Victims of Torture,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5500000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WMO World Meteorological Organization,Environment,Clean Productive Environment,1986000
2013,FY 2013 Actual Base,Base,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WTO Technical Assistance,Economic Development,Trade and Investment,1092000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - ICAO International Civil Aviation Organization,Peace and Security,Counterterrorism,800000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - IDLO International Development Law Organization,Economic Development,Trade and Investment,600000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - IMO International Maritime Organization,Peace and Security,Counterterrorism,360000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Chemicals and Toxins Programs,Environment,Environment,3610000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Conservation Programs,Environment,Environment,7000000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Panel on Climate Change / UN Framework Convention on Climate Change,Environment,Environment,13000000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - Montreal Protocol Multilateral Fund,Environment,Environment,25500000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - Multilateral Action Initiatives,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1000000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - OAS Development Assistance,Economic Development,Trade and Investment,3400000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - OAS Fund for Strengthening Democracy,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2700000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN OCHA UN Office for the Coordination of Humanitarian Affairs,Humanitarian Assistance,Disaster Readiness,2800000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Voluntary Funds for Technical Cooperation in the Field of Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1200000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Women Trust Fund (formerly UNIFEM Trust Fund),Economic Development,Economic Opportunity,7500000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNCDF UN Capital Development Fund,Economic Development,Financial Sector,595000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDF UN Democracy Fund,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4200000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDP UN Development Program,Economic Development,Private Sector Competitiveness,67000000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNEP UN Environment Program,Environment,Environment,7550000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,"International Organizations (DOS) - UNESCO/ICSECA International Contributions for Scientific, Educational, and Cultural Activities",Education and Social Services,Basic Education,880000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNFPA UN Population Fund,Health,Family Planning and Reproductive Health,37000000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN-HABITAT UN Human Settlements Program,Environment,Environment,1400000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNHCHR UN High Commissioner for Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2000000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNICEF UN Children's Fund,Health,Maternal and Child Health,125000000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNVFVT UN Voluntary Fund for Victims of Torture,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3000000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WMO World Meteorological Organization,Environment,Environment,1500000
2014,FY 2014 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WTO Technical Assistance,Economic Development,Trade and Investment,1000000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - ICAO International Civil Aviation Organization,Peace and Security,Counter-Narcotics,800000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - IDLO International Development Law Organization,Economic Development,Trade and Investment,600000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - IMO International Maritime Organization,Peace and Security,Counter-Narcotics,360000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Chemicals and Toxins Programs,Environment,Environment - General,3610000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Conservation Programs,Environment,Environment - General,7000000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - International Panel on Climate Change / UN Framework Convention on Climate Change,Environment,Environment - General,11700000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - Montreal Protocol Multilateral Fund,Environment,Environment - General,25500000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - OAS Development Assistance,Economic Development,Trade and Investment,3400000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - OAS Fund for Strengthening Democracy,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2700000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN OCHA UN Office for the Coordination of Humanitarian Affairs,Humanitarian Assistance,Disaster Readiness,2800000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Voluntary Funds for Technical Cooperation in the Field of Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1200000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN Women Trust Fund (formerly UNIFEM Trust Fund),Economic Development,Economic Opportunity,7500000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNCDF UN Capital Development Fund,Economic Development,Financial Sector,595000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDF UN Democracy Fund,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4200000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNDP UN Development Program,Economic Development,Private Sector Competitiveness,62200000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNEP UN Environment Program,Economic Development,Private Sector Competitiveness,7550000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,"International Organizations (DOS) - UNESCO/ICSECA International Contributions for Scientific, Educational, and Cultural Activities",Education and Social Services,Basic Education,880000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNFPA UN Population Fund,Health,Family Planning and Reproductive Health,35300000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UN-HABITAT UN Human Settlements Program,Environment,Environment - General,1400000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNHCHR UN High Commissioner for Human Rights,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2000000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNICEF UN Children's Fund,Health,Maternal and Child Health,116594000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - UNVFVT UN Voluntary Fund for Victims of Torture,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3000000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WMO World Meteorological Organization,Environment,Environment - General,1500000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,International Organizations (DOS) - WTO Technical Assistance,Economic Development,Trade and Investment,1000000
2015,FY 2015 Request,Request,International Organizations and Programs,USAID and Department of State,Office of U.S. Foreign Assistance Resources (DOS & USAID),Peace and Security,Conflict Mitigation and Reconciliation,50000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Partnership Initiative (DOS),"Democracy, Human Rights, and Governance",Civil Society,36000000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Partnership Initiative (DOS),"Democracy, Human Rights, and Governance",Good Governance,5000000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Partnership Initiative (DOS),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,14500000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Partnership Initiative (DOS),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,9500000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Partnership Initiative (DOS),Economic Development,Economic Opportunity,5000000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Partnership Initiative (DOS),Economic Development,Private Sector Competitiveness,5000000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),"Democracy, Human Rights, and Governance",Civil Society,4500000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),"Democracy, Human Rights, and Governance",Good Governance,4700000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1000000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1500000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Economic Development,Economic Opportunity,1500000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Economic Development,Financial Sector,800000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Economic Development,Private Sector Competitiveness,2400000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Economic Development,Trade and Investment,4100000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Education and Social Services,Basic Education,540000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Education and Social Services,Higher Education,360000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Environment,Environment,900000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Health,Family Planning and Reproductive Health,1000000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Health,Maternal and Child Health,500000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Health,Water Supply and Sanitation,6000000
2014,FY 2014 Request,Request,Middle East and North Africa Incentive Fund,USAID and Department of State,Middle East Regional Office (USAID),Peace and Security,Counterterrorism,200000
2012,FY 2012 Actual Base,Base,Migration and Refugee Assistance,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,45400000
2012,FY 2012 Actual Base,Base,Migration and Refugee Assistance,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",1600700000
2013,FY 2013 Actual Base,Base,Migration and Refugee Assistance,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,41870000
2013,FY 2013 Actual Base,Base,Migration and Refugee Assistance,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",1548276000
2014,FY 2014 Request,Request,Migration and Refugee Assistance,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,37500000
2014,FY 2014 Request,Request,Migration and Refugee Assistance,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",1723460000
2015,FY 2015 Request,Request,Migration and Refugee Assistance,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,30500000
2015,FY 2015 Request,Request,Migration and Refugee Assistance,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",1551874000
2006,FY 2006 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,50400000
2006,FY 2006 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",729267000
2006,FY 2006 Actual Supp,Supplemental,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",75700000
2006,FY 2006 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Peace and Security,Transnational Crime,3423000
2007,FY 2007 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,51160000
2007,FY 2007 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",777613000
2007,FY 2007 Actual Supp,Supplemental,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",130220000
2007,FY 2007 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Peace and Security,Transnational Crime,4260000
2007,FY 2007 Actual Supp,Supplemental,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Peace and Security,Transnational Crime,280000
2008,FY 2008 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,51710000
2008,FY 2008 Second Supp,Supplemental,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,5500000
2008,FY 2008 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",969327000
2008,FY 2008 Second Supp,Supplemental,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",309500000
2008,FY 2008 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Peace and Security,Transnational Crime,2141000
2009,FY 2009 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,43969000
2009,FY 2009 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",887455000
2009,FY 2009 Supp,Supplemental,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",739300000
2009,FY 2009 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Peace and Security,Transnational Crime,3076000
2009,FY 2009 Supp,Supplemental,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Peace and Security,Transnational Crime,700000
2010,FY 2010 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,41954000
2010,FY 2010 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",1651046000
2010,FY 2010 Supp,Supplemental,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,"Protection, Assistance and Solutions",165000000
2011,FY 2011 Actual Base,Base,Migration and Refugee Assistance - OCO,USAID and Department of State,"Bureau of Population, Refugees, and Migration (DOS)",Humanitarian Assistance,Migration Management,43928000
